loc_name,google_loc_name,loc_external_id,phone,web_site,loc_status,Adresse,addr_extraInfo,CP,addr_locality,description,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,Présence,Nom,Téléphone,Site web,Addresse,CP,Ville,Horaires,%
Columbus Café & Co,Columbus Café & Co Epinal,col0567,,,OPEN,4 Rue des Minimes,,88000,Épinal,,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Epinal&stick=H4sIAAAAAAAA_-NgU1I1qDAxtzRONDSzNLI0tkw0NEmzMqhItTQxTks1tzQ1NU4xTks2W8Qq5ZyfU5qbVFqs4JyYdnilgpqCc76Ca0FmXmIOAKcrG8lGAAAA&hl=fr&mat=CYXVMiMHX_fXElcBEKoLaYsoGqQZPo4j1po6zzCZKxS9NyhP-OJfw16puzA08I5nKRlMfQrWJf51uJP0hTcnGAyOXV-sd2h9oGbQRzSTaguOJSxCiHmtnhjD-L9Xwq555ok&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co,Columbus Café & Co Manosque,col0576,0423361203,https://www.columbuscafe.com/,OPEN,14 Avenue Jean Giono,,04100,Manosque,"Retrouvez nous dans le Monoprix, avec une terrasse intérieure et extérieure, pour profiter seul ou à plusieurs d’une pause gourmande.",08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-18:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Manosque&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sk5KTrFMMUs1NUxKTU2xMqgwSjY0T7ZMSzOzTLNIMUkyXcQq45yfU5qbVFqs4JyYdnilgpqCc76Cb2JefnFhaSoARQkZo0gAAAA&hl=fr&mat=CcRqAYXJ0LFjElcBEKoLabr52Qh4JKPk_2LWytQiMBvmPPtFIIZ1C4LZEMBY95TVgovkUbJUIaF95_Xm_DfU3H3vaTP3OfN_usdju5o7KbCLIWlsnIclhEmAWvZh85l0h3g&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co,Columbus Café & Co Lempdes,col0588,,https://www.columbuscafe.com/,OPEN,26 Avenue de l'Europe,,63370,Lempdes,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Lempdes&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzNLNU5OSjYzsTQ0tEizMqhITTNKMU-2MDMwTTVNSk1LXcQq7ZyfU5qbVFqs4JyYdnilgpqCc76CT2puQUpqMQAcsGwmRwAAAA&hl=fr&mat=CUnVEbBP7REnElYBEKoLaRyj5GL58XdlMPLNXbdEWZPtMC1IrOIE__9xIkPYWPlb7Au7Lju7-WoF455UzAuyqw3Xc7bveJONCI_T5TNIM4LgTVg3QxbIpCRww281zKFbmQ&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co,Columbus Café & Co,col126,+33247058274,https://www.columbuscafe.com/boutique/tours-rue-du-change/,OPEN,5 Rue Du Change,,37000,Tours,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0tOMU1KSrY0tjQ0NDC1MqgwTjNITTM2tTRKSk4xTjI1XcQq7JyfU5qbVFqs4JyYdnilgpqCcz4A3n4l9z8AAAA&hl=fr&mat=CYQcNLMhzVuNElcBEKoLaVCf6vhywPcRrD2-ssk1KXvxaYtzlGdbEjjtZo3eXM6nprjZe2Btf6Sz2yz_56w12CGVfbNqs-VpZgaJ79DsB-LJjSQU5ZIqyCgs79mxxBg-T0M&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co,Columbus Café & Co,col276,04 34 27 48 02,https://www.columbuscafe.com/,OPEN, Rue Christiaan Barnard,1 rue Du Professeur,11100,Montredon-des-Corbières,,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SjJMMk62tDAxMUs2NDe1MqgwTU5KSTYzMks2skgzNTRMWcQq7JyfU5qbVFqs4JyYdnilgpqCcz4Aj-Y4Qz8AAAA&hl=fr&mat=CZF-JUYizzl-ElcBEKoLabwA3hQwAZfKt2TzMUGOlKIpCp0KShzxoFjeHiIpGLDLNtAoZN0HRJH40oDk4KvLMMhTKvdWka_3vINuFGbQXlPceQFfv3cUb5hEzvFcKOvbNH4&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co,Columbus Café & Co,col456,,https://www.columbuscafe.com/boutique/saint-laurent-du-var-centre-commercial-cap-3000/,OPEN,317 Avenue Eugène Donadeï,,06700,Saint-Laurent-du-Var,"Une faim d’ours ? Bienvenue chez Columbus Café & Co, la plus française des enseignes de coffee-shops ! Notre vocation c’est de vous régaler du ptit déj’ au goûter et tout ça dans la bonne humeur ! Notre spécialité c’est le muffin, il est cuisiné sur place et avec amour par nos baristas ! Bien entendu il n’y a pas que des muffins chez nous, il y a aussi des cookies et autres gâteaux gourmands ainsi qu’un large choix de boissons chaudes et froides préparées sous vos yeux à base de café, thé, chocolat et fruit. Plutôt envie d’une pause salée ? Vous trouverez aussi votre bonheur avec des recettes originales de buddha bowls, clubs toastés, bagels et autres ! Alors passez nous voir et accordez-vous une pause gourmande dans votre journée !",08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0Sk5JMbRMTjY1MDNOs7S0MqhIMjG0sDAyNDJPTk1OTjJJWcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AqIj6nD8AAAA&hl=fr&mat=CS_6289Z213pElcBEKoLaR2uMC7hCKzNFT_ohxkp5HFQCmWIUsNuT0jirz0V4wc94SxLVxaDcGu0K7nxZ5n6H3hAA_fMehJ2tuasxmSF-G89Q6c15SDXC5SLwlK8jAfVoa4&authuser=0,1,OK,OK,OK,OK,OK,OK,NOK,86%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-274,+33251938261,https://www.columbuscafe.com/,OPEN, Rond-Point de l'Europe,Centre Commercial E.Leclerc,85800,Saint-Gilles-Croix-de-Vie,,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMDAxNTdJNDNNNjK3NEmxMqgwN00yNTIxMDc3t0i1SDMyWcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AdRue3D8AAAA&hl=fr&mat=CRiecbTijAZWElcBEKoLaRS7kedALCBMNm82QIp5LzKUIoAdZWsX3uYDt6Tyv5EeidZlfvk-uN9_i2bMqfFvUoC7xkOYJMXaczatVT8Fo6RXDc6vszdEefIXnElUCTmL9OQ&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-281,,,OPEN,61 Avenue Saint-Jean,,57450,Farébersviller,,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,08:00-19:30,Closed,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1IxqDAxtzQxNbYwNDYwSjO0SDW3MqgwNzEyTDE0NbQwTzZKNjdYxCrsnJ9TmptUWqzgnJh2eKWCmoJzPgCfA4X0PgAAAA&hl=fr&mat=CRT-TUXBlYRtElcBEKoLaaoLXFSa-82XBzdMYntBg0sVI6f1snOFYkl-FgxG5b2Y5kJfSn79LkEE6mxGHOEj31cElYBjhGyf2SdGnMrkBIx_uHxapoc5Fe0Zc2gd8tEEvv8&authuser=0,1,OK,NOK,NOK,OK,OK,OK,NOK,57%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-282,,,OPEN,130 Rue de Soultz,"Centre Commercial Shop’in Witty (Cora),",68270,Wittenheim,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxtzS0TDFNMjUzMk40MDG1MqgwS0pJMU2zNDQxMklKMjFNXcQq7JyfU5qbVFqs4JyYdnilgpqCcz4AtstJ2z8AAAA&hl=fr&mat=CZswC_ospryMElcBEKoLaSUAnvDME0B9moxmo5o7ZqOw6LmuRJbWDRUA35b_02RTAy_klCjzMoAfJjY0Z85-1VonFcNpObWFbvnACgHkVs-gjYqpUC8SB9zKDBDo8u1S05g&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-283,,,OPEN, Route de Fourchambault,Centre Commerciale Carrefour Nevers Marzy,58180,Marzy,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzMwMTVNSjS3NEy2NEyyMqgwMjFJNDExSza2SDM3SElMW8Qq7JyfU5qbVFqs4JyYdnilgpqCcz4Ajt0C8j8AAAA&hl=fr&mat=CRQGSTHNT8SbElYBEKoLacJ9RIT_DJsUdpnocpo7TJb2A1gzTN1_jQuf-yL9TpCtimtKKoNoxu4mBuKzN6zdIZmJdEAiS7aaK_wBFGsjGgyurgV8nHsS9GHR-tw_S6ft0Q&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-284,,,OPEN,18 Rue de Dunkerque,Gare du Nord quai RER 42-44 ,75010,Paris,,06:00-20:30,06:00-20:30,06:00-20:30,06:00-20:30,06:00-20:30,06:30-20:30,06:30-20:30,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Gare+du+Nord&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzUzSzMwMLJMTE41Sk2zMqhINjE3MjWyNDI0NUxKSTU0XMSq4JyfU5qbVFqs4JyYdnilghpQQME9sShVIaVUwS-_KAUAR_T5-0wAAAA&hl=fr&mat=CX9wmu_vuOehElcBEKoLaV2ZYhtFSbPYSMO2ethYVJuLvV3KxjxfOvQRs6u7GHduSJ10BDULJ57liFZteI4dqhK72eP5EY4Y4QLNXhfeEqJ2-J3BVPRae8jkJdMcjxk31IA&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-285,0468839562,https://www.columbuscafe.com/boutique/perpignan-decathlon/,OPEN,170 Avenue André Tourne,,66100,Perpignan,,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,07:30-20:00,09:00-14:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDA0SjIwNzQyTzJPSjQ2T06yMqgwskgySjEzMUxMTk0xS7S0XMQq7JyfU5qbVFqs4JyYdnilgpqCcz4AIEoCFD8AAAA&hl=fr&mat=Cbv2TCw9J6V8ElcBEKoLaWgLYsLpKvYoAqH9qvl0Cyk4i1swHQezy1IlA7b-WUHLyP3CXqA7zq4dqeJY8jX6MrttGgZ3gm2u8GIC3I7GUvjfalQcRGcZsLeekFznNOq-FBA&authuser=0,1,OK,OK,OK,OK,OK,OK,NOK,86%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-286,06 19 79 34 23,,OPEN,73 Rue Saint-Ferréol,,13006,Marseille,,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co+Saint+Ferr%C3%A9ol&stick=H4sIAAAAAAAA_-NgU1I1qDA0SrZMNjQxM09NtkxLNU-yMqhITLMwTjZINUwyMEk2MbRIXcSq5JyfU5qbVFqs4JyYdnilgpqCc75CcGJmXomCW2pR0eGV-TkA9HtS3U4AAAA&hl=fr&mat=CfzNzMP_wl4pElYBEKoLaVkjQhPFw_6cQOI2MtLbrdHdemaKKfB6lm5gQUDa0QcyJPg6df0oTCMAvFPN4tnijCqBzElfWAb8NrOXBLpOjsxhh8iLQ2PDgvKGaPj0xr3f4w&authuser=0,1,OK,NOK,NOK,OK,OK,OK,NOK,57%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-288,0386921300,,OPEN, Rue des Entrepreneurs,Parc commercial de la petite ile,89300,Joigny,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxT01LTLKwtEw1TjY1MrW0MqhISzNPMkk0STEwMDUyMLc0WsQq7JyfU5qbVFqs4JyYdnilgpqCcz4AnUt2KD8AAAA&hl=fr&mat=CYUSxJJHGShkElYBEKoLaSzlHqCaGZhAdMPZSSFnW5vXMUhvCro5DDNJS0QD91IZJuotL0WJ8qDbLwFJ5PQIPDBiw-zm7vMLVVVOZdyzfNnYO6VxAxCwQoH_1NBUj_4iqQ&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co,Columbus Café & Co,columbuscafe-fr-289,,,OPEN,362 Rue Faventines,,26000,Valence,,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzM1NU-0NDVOMzFKTTK3MqgwNjI0NTNLTkqyNLc0Mku1WMQq7JyfU5qbVFqs4JyYdnilgpqCcz4Aj_K2Tj8AAAA&hl=fr&mat=Cdmio51tVQhxElcBEKoLaa0vpE5yfjfkAhb03vLnjRoPS8MvWcIxci_L637wI24KVzi-eR7LTwJRCqtPkfMjoTyOfatOVsOp6o8FlgkC6u0WDEfAF7Ohnq3oI_01tRk6TbU&authuser=0,1,OK,OK,OK,OK,OK,OK,OK,100%
Columbus Café & Co , Columbus Café & Co,columbuscafe-fr-287,02 96 70 50 94,,OPEN,1 Rue Sainte-Barbe,Centre commercial les champs,22000,Saint-Brieuc,,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,Closed,https://www.google.com/search?q=Columbus+Caf%C3%A9+%26+Co&stick=H4sIAAAAAAAA_-NgU1I1qDCxMEg1TElJTE40TDFPMjG3MqhINjFIM05OMzAyNUlNSjY1WsQq7JyfU5qbVFqs4JyYdnilgpqCcz4AWH0AVj8AAAA&hl=fr&mat=CexjUbRukYH-ElYBEKoLaW2pDzI_n9gJkIyF6MKKo4Ys-93Zog_ybX8UmaMCRcnLRyBMbT3A6SZoWwRVRzmlrAUrUaiuPWH2jsFlzQ3NxVPURQBQQrVgI0umuSibuO42Tg&authuser=0,1,OK,OK,NOK,OK,OK,OK,OK,86%
